"","time","iraq","barack.obama","afghanistan","new.york","california","gop","george.w.bush","wall.street","john.mccain","supreme.court","iran","china","mitt.romney","republican.party","texas","hillary.clinton","israel","middle.east","florida","tea.party","europe","bill.clinton","medicare","sarah.palin","washington.post","christian","democratic.party","russia","pakistan","ohio","vietnam","british","ronald.reagan","massachusetts","social.security","chicago","arizona","new.york.city","d.c.","reagan","pentagon","virginia","jewish","european","fox.news","world.war.ii","iowa","syria","pennsylvania"
"121","2007-05-03",12,1,3,4,1,3,0,0,0,2,3,3,0,1,0,2,3,2,3,0,5,1,0,0,4,15,4,0,0,0,1,0,1,0,1,3,0,1,0,3,2,2,2,5,0,0,0,1,1
"122","2007-05-04",16,2,0,10,2,4,0,3,3,1,5,2,3,2,2,2,3,1,1,0,1,1,0,0,1,1,1,1,2,1,1,0,5,1,0,0,2,3,0,13,0,1,1,1,1,0,0,1,1
"123","2007-05-05",3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0
"124","2007-05-06",5,0,0,2,2,0,0,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"125","2007-05-07",11,1,2,10,1,2,0,3,3,2,2,2,2,3,1,0,4,2,0,0,2,0,0,0,0,1,3,4,0,3,0,0,2,1,0,0,0,1,0,6,1,0,1,1,1,0,0,0,0
"126","2007-05-08",3,1,1,2,1,0,0,0,0,0,4,2,0,0,0,1,2,1,0,0,5,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1
"127","2007-05-09",5,0,0,2,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"128","2007-05-10",9,1,3,6,1,2,0,0,1,2,0,1,0,0,0,1,4,0,1,0,1,2,0,0,3,2,1,3,1,0,2,6,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,2
"129","2007-05-11",6,1,1,2,2,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
"130","2007-05-12",1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"131","2007-05-13",5,0,1,3,2,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,2,1,2,2,0,0,0,0,0,3,0,0,0,1,0,2,0,0,1
"132","2007-05-14",11,0,0,4,4,0,0,0,0,0,3,0,1,0,1,2,0,0,1,0,2,0,1,0,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"133","2007-05-15",16,1,0,7,2,1,0,1,1,1,0,2,2,2,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,2,1,0,1,0,1,0,1,1,1,0,3,0,0,0,1,2,0,1
"134","2007-05-16",15,1,3,9,1,4,0,1,2,3,2,0,1,1,0,2,3,2,2,0,2,2,0,0,2,3,1,0,0,1,4,1,1,1,0,0,1,2,0,2,3,1,1,1,2,2,0,0,0
"135","2007-05-17",11,0,2,7,5,0,0,0,0,0,3,2,0,0,1,0,1,3,0,0,1,1,1,0,1,2,2,0,1,1,2,1,0,2,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0
"136","2007-05-18",5,0,2,1,0,0,0,0,0,1,5,0,0,2,1,0,0,1,1,0,1,0,1,0,0,10,0,0,0,0,0,2,1,0,0,2,0,0,0,1,2,0,2,1,0,0,0,0,0
"137","2007-05-19",2,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"138","2007-05-20",4,0,0,2,0,1,0,1,0,1,1,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1
"139","2007-05-21",16,2,3,7,5,2,0,0,2,1,1,0,2,3,2,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,2,1,1,1,3,1,2,0,0,1,1,1,0,0,2,2,1,0,1
"140","2007-05-22",6,0,0,10,5,1,0,1,0,2,1,1,0,0,0,0,3,1,1,0,0,0,0,0,1,8,1,1,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"141","2007-05-23",18,0,0,10,1,6,0,0,1,1,1,2,2,0,0,1,0,0,1,0,1,0,0,0,3,1,2,0,1,1,3,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,1,0,2
"142","2007-05-24",13,0,1,13,2,3,0,5,0,0,0,1,1,0,0,1,2,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0
"143","2007-05-25",15,2,0,1,0,1,0,0,0,1,2,0,2,0,0,1,0,3,1,0,0,2,1,0,2,0,2,0,0,1,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
"144","2007-05-26",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","2007-05-27",5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","2007-05-28",5,1,1,4,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,4,0,0,0,1,1,2,0,0,0,1,1,1,1,0,0,0,0,0,4,0,2,0,2,0,1,0,0,0
"147","2007-05-29",12,1,2,10,3,1,0,1,2,0,3,2,0,3,2,0,3,2,2,0,1,0,0,0,2,3,1,1,0,0,3,0,0,2,0,1,0,2,0,0,2,0,1,1,0,0,2,0,0
"148","2007-05-30",11,4,1,5,2,2,0,0,1,5,1,3,2,1,0,4,2,0,0,0,10,3,1,0,2,2,0,2,0,0,2,2,1,1,0,1,0,0,1,1,0,2,0,6,1,1,0,0,0
"149","2007-06-01",5,1,2,8,1,0,0,1,1,1,2,0,0,1,0,0,1,2,0,0,3,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,0,1,1,2,0,0,0,1,0,1,0,0,0
"150","2007-06-02",7,2,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
"151","2007-06-03",4,2,1,2,3,0,0,0,1,3,2,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"152","2007-06-04",12,1,1,8,1,3,0,1,1,1,3,1,0,1,3,1,11,4,0,0,0,0,1,0,0,1,2,0,5,1,5,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,5,1
"153","2007-06-05",15,2,2,9,1,2,0,2,1,5,2,2,2,0,1,4,4,1,1,0,6,3,2,0,0,0,3,1,0,1,2,2,0,1,2,0,0,0,1,1,0,0,1,2,0,2,0,1,0
"154","2007-06-06",22,0,1,8,2,4,0,1,2,2,8,2,4,4,3,1,5,6,2,0,8,1,0,0,4,0,2,2,0,0,2,3,1,1,0,0,1,1,0,3,1,1,0,6,0,2,0,1,1
"155","2007-06-07",12,1,0,7,6,3,0,0,0,3,6,7,0,1,1,0,5,1,0,0,6,1,0,0,3,0,0,4,1,2,2,7,1,0,0,2,0,1,1,1,0,1,1,3,1,0,1,0,0
"156","2007-06-08",14,0,2,7,0,1,0,1,0,0,3,0,0,3,1,3,4,0,2,0,1,0,1,0,3,3,0,1,0,0,0,1,1,0,1,2,1,0,0,1,1,2,1,0,0,1,1,0,2
"157","2007-06-09",4,1,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"158","2007-06-10",2,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"159","2007-06-11",15,5,3,4,1,2,0,2,2,3,5,4,4,0,1,4,9,2,2,0,4,0,1,0,1,0,0,1,4,1,1,2,1,2,1,1,0,0,1,3,3,1,3,2,1,1,0,1,1
"160","2007-06-12",16,3,2,14,5,2,0,0,0,1,9,3,0,3,1,4,2,4,1,0,3,0,1,0,3,2,2,0,3,0,2,1,0,0,1,1,0,4,1,0,0,1,0,1,1,1,1,0,1
"161","2007-06-13",14,1,0,13,0,1,0,2,0,2,13,0,0,0,1,3,5,0,0,0,1,1,0,0,0,3,1,0,0,0,0,1,2,2,0,1,0,1,3,4,0,0,0,0,0,0,0,3,1
"162","2007-06-14",19,1,1,7,3,1,0,3,0,4,4,1,1,0,0,1,0,4,0,0,4,3,0,0,3,2,1,0,0,1,3,4,1,1,0,0,0,1,0,4,3,0,0,2,1,0,1,0,1
"163","2007-06-15",12,1,1,3,2,0,0,1,0,0,3,0,0,1,0,0,4,2,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0,2,1,0,1,0,0,0,1,0
"164","2007-06-16",4,0,1,4,1,0,0,0,1,0,5,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0
"165","2007-06-17",9,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,2,1,1,2,0,1,0,0,1,1
"166","2007-06-18",14,1,1,1,3,2,0,0,0,0,2,1,1,0,2,0,11,4,0,0,1,1,1,0,1,2,0,0,0,0,0,6,0,3,1,2,1,0,3,0,2,0,4,1,1,0,2,2,0
"167","2007-06-19",6,5,2,11,1,3,0,2,3,1,17,3,2,1,1,3,0,1,2,0,4,2,0,0,1,0,2,4,3,2,2,2,0,1,0,0,1,0,2,2,3,0,0,3,0,0,0,0,0
"168","2007-06-20",22,1,2,6,2,3,0,0,1,2,8,0,0,3,2,0,4,3,1,0,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,2,1,0,2,2,2,1,0,1,1,2,0,1,0
"169","2007-06-21",10,0,1,2,1,1,0,1,0,1,4,0,1,1,0,3,0,1,1,0,3,3,0,0,1,1,1,0,3,1,0,4,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
"170","2007-06-22",9,0,2,4,0,1,0,0,0,2,0,1,0,0,0,1,3,2,0,0,2,0,0,0,2,0,0,2,0,2,1,0,0,0,0,1,0,1,2,0,1,0,0,1,4,2,0,0,0
"171","2007-06-23",3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"172","2007-06-24",7,1,1,4,1,0,0,0,0,0,3,0,0,0,0,2,2,2,0,0,0,3,1,0,2,0,0,0,2,0,1,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
"173","2007-06-25",12,3,0,15,0,1,0,1,2,7,3,1,1,1,1,4,7,4,0,0,2,1,0,0,1,13,2,2,0,0,6,1,0,1,0,0,1,2,0,1,1,0,1,0,0,0,1,4,1
"174","2007-06-26",7,3,1,5,1,0,0,1,1,3,2,0,0,0,0,3,0,1,0,0,1,2,2,0,1,2,2,1,2,0,0,1,0,0,0,2,0,0,1,0,1,1,1,1,2,1,1,0,1
"175","2007-06-27",9,1,0,9,4,3,0,1,3,1,2,1,1,1,2,4,0,2,0,0,2,0,2,0,3,0,2,1,0,0,4,0,0,1,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0
"176","2007-06-28",16,4,5,11,6,0,0,1,2,2,8,0,1,1,1,2,3,4,0,0,3,3,1,0,3,0,1,2,1,1,2,3,0,2,0,1,1,2,2,1,3,1,0,2,0,1,0,1,2
"177","2007-06-29",15,1,3,6,2,0,0,3,0,5,5,4,0,2,1,0,5,6,4,0,2,0,4,0,0,3,1,3,0,1,0,0,0,0,1,1,1,1,3,1,1,4,1,1,0,1,1,0,1
"178","2007-06-30",3,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"179","2007-07-01",11,0,1,1,0,1,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"180","2007-07-02",11,0,2,2,2,0,0,0,0,5,3,2,0,0,1,0,1,5,1,0,4,1,0,0,2,0,0,1,0,1,0,6,0,0,0,1,1,0,1,0,0,0,1,1,2,1,0,0,0
"181","2007-07-03",7,0,0,10,1,0,0,1,0,2,0,1,0,2,1,2,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0
"182","2007-07-04",6,0,0,6,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,3,1,5,0,2,0,0,2,0,0
"183","2007-07-05",7,0,1,8,1,0,0,2,2,1,4,0,2,0,2,1,5,1,0,0,3,2,0,0,5,1,3,2,1,0,0,2,0,1,0,0,0,0,1,0,0,5,0,2,0,0,0,1,0
"184","2007-07-06",5,1,0,7,1,1,0,2,0,3,0,1,0,4,2,0,0,2,0,0,2,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"185","2007-07-07",10,0,1,1,0,1,0,0,0,2,4,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"186","2007-07-08",5,0,1,4,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"187","2007-07-09",14,2,4,11,0,0,0,3,1,6,6,2,0,2,1,3,3,3,1,0,4,0,2,0,3,0,0,2,3,2,2,2,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
"188","2007-07-10",11,2,0,5,1,2,0,1,0,1,4,3,0,2,3,2,6,0,2,0,2,2,0,0,1,0,1,2,1,0,1,0,0,1,0,0,1,0,1,0,0,2,2,1,0,0,1,1,0
"189","2007-07-11",5,1,2,10,5,1,0,2,0,3,3,0,0,0,2,1,2,3,4,0,2,0,0,0,3,9,1,0,2,1,1,1,0,1,0,0,1,1,1,2,1,4,0,1,1,0,1,0,1
"190","2007-07-12",9,2,2,1,1,1,0,0,1,0,4,1,0,1,1,1,1,2,1,0,3,0,0,0,1,0,0,2,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,2,0,1
"191","2007-07-13",7,1,2,3,1,1,0,0,0,1,5,0,0,0,2,0,3,2,0,0,0,2,0,0,0,1,1,1,2,0,2,1,1,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,1
"192","2007-07-14",5,1,0,3,1,0,0,0,1,1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,1,2,0,1,0,1,0,1,0,0,2,0,1,1,0,0,0,0,3,0,1
"193","2007-07-15",3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1
"194","2007-07-16",20,1,1,8,4,1,0,0,1,1,5,1,0,2,2,2,3,2,1,0,0,0,0,0,4,1,0,1,1,1,4,0,2,2,0,0,0,1,0,2,3,3,0,0,0,2,2,1,2
"195","2007-07-17",23,2,3,8,3,0,0,3,0,3,1,5,1,1,1,1,6,4,1,0,10,1,1,0,5,3,2,0,1,0,3,0,0,0,1,0,0,0,2,0,0,1,2,4,1,1,2,1,0
"196","2007-07-18",13,1,2,3,0,1,0,1,0,2,1,1,0,1,0,1,3,0,0,0,3,0,1,0,2,1,1,1,3,0,1,0,0,0,0,1,0,0,4,1,1,0,2,1,0,0,0,0,1
"197","2007-07-19",18,0,1,5,0,0,0,1,1,0,4,0,0,0,2,0,0,3,1,0,4,0,0,0,0,3,0,0,2,0,2,3,1,0,0,1,0,0,1,2,0,0,0,3,0,0,2,2,0
"198","2007-07-20",17,2,2,5,4,2,0,2,1,0,2,0,2,0,1,4,2,4,0,0,1,2,0,0,0,0,1,0,1,0,4,3,1,1,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0
"199","2007-07-21",4,0,1,4,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0,1,0,0,0
"200","2007-07-22",3,2,2,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
"201","2007-07-23",9,1,1,5,2,0,0,0,2,3,2,1,2,1,2,2,0,0,2,0,2,1,1,0,0,0,1,0,1,1,9,0,1,2,0,0,0,0,2,2,3,1,0,1,0,0,1,0,1
"202","2007-07-24",16,1,2,4,1,2,0,0,1,2,6,1,1,2,0,2,2,2,1,0,3,2,1,0,1,3,1,1,3,0,1,0,2,0,1,1,0,0,1,3,1,0,0,3,1,0,1,2,1
"203","2007-07-25",6,2,3,6,2,5,0,0,0,1,6,3,0,0,1,2,3,1,1,0,3,0,2,0,1,1,0,4,3,1,1,1,0,0,0,1,1,0,0,0,2,1,0,2,0,2,0,0,1
"204","2007-07-26",14,2,0,6,3,2,0,0,2,1,4,3,0,3,1,6,7,2,1,0,2,1,0,0,3,3,2,0,5,1,1,1,1,1,1,4,1,0,0,2,1,1,0,1,1,2,2,1,3
"205","2007-07-27",9,0,0,5,2,1,1,1,1,2,6,1,1,0,0,2,4,2,1,0,4,0,0,0,0,0,1,1,0,0,4,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,3,4,1
"206","2007-07-28",2,0,2,1,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"207","2007-07-29",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","2007-07-30",13,0,2,9,3,1,0,1,1,0,5,2,0,1,0,0,9,3,0,0,2,0,0,0,2,2,1,0,1,0,6,1,0,0,0,1,0,0,2,2,2,1,0,1,1,1,1,0,0
"209","2007-08-01",19,3,2,8,5,3,0,1,1,2,8,1,1,0,4,2,2,2,2,0,0,0,2,0,1,0,1,1,4,2,2,2,0,0,1,0,0,1,2,1,2,0,0,0,0,0,1,2,1
"210","2007-08-02",14,1,1,6,0,0,0,0,2,0,3,0,0,0,0,2,0,2,1,0,0,0,2,0,4,0,0,0,0,0,2,2,0,0,0,5,0,1,0,0,1,1,0,0,2,1,0,0,0
"211","2007-08-03",10,3,2,3,4,2,0,2,1,1,4,1,1,0,0,4,2,3,0,0,0,3,1,0,1,0,0,0,0,0,1,2,0,1,0,2,0,0,1,1,2,0,0,0,0,1,2,0,0
"212","2007-08-04",2,1,2,0,0,0,0,2,0,4,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
"213","2007-08-05",5,1,1,3,4,1,0,0,1,1,0,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,1,1,2,0,2,0,1,0,2,0,0,0,0,0,1,1,0,0
"214","2007-08-06",10,5,3,5,2,2,0,2,2,2,5,1,1,0,2,6,9,4,1,0,2,1,1,0,0,1,1,1,9,0,5,0,0,2,1,5,0,1,0,1,0,0,2,1,0,1,2,1,1
"215","2007-08-07",25,3,3,26,5,2,0,1,1,5,5,2,0,1,3,6,4,2,0,0,5,2,0,0,3,0,1,0,5,2,3,4,1,0,0,3,0,4,1,4,4,0,1,5,3,1,1,0,3
"216","2007-08-08",10,2,1,7,4,1,0,0,1,1,1,1,1,0,1,5,1,3,0,0,0,3,0,0,3,1,0,1,5,2,4,0,2,0,1,1,0,1,1,6,0,1,1,0,0,2,0,2,0
"217","2007-08-09",8,1,2,13,0,0,0,0,1,1,5,4,1,1,0,2,3,2,1,0,1,0,1,0,4,1,2,3,1,1,0,0,1,1,0,2,0,2,1,4,1,0,4,1,0,0,3,0,0
"218","2007-08-10",5,1,1,6,3,0,0,0,1,2,4,0,2,0,2,2,0,2,0,0,1,1,0,0,2,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,0
"219","2007-08-11",5,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,5,0,0
"220","2007-08-12",1,0,0,1,1,1,0,0,1,0,0,0,2,0,1,0,5,1,1,0,2,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0
"221","2007-08-13",18,2,4,7,2,3,0,2,1,3,2,2,3,1,8,0,1,2,0,0,1,3,1,0,1,1,2,0,0,0,1,2,0,0,2,0,0,1,1,0,3,0,0,1,1,0,4,0,2
"222","2007-08-14",10,2,0,9,1,2,0,2,1,1,2,0,2,3,1,3,0,0,2,0,0,2,0,0,4,2,2,0,1,2,3,0,1,0,0,3,1,0,1,2,1,1,0,0,1,0,3,0,1
"223","2007-08-15",11,2,4,8,4,7,0,0,0,1,5,1,3,3,4,3,3,2,3,0,4,1,1,0,2,1,2,0,2,2,1,3,0,1,0,2,0,0,0,0,1,0,1,3,0,2,3,0,0
"224","2007-08-16",9,1,3,6,3,0,0,2,1,1,4,2,1,0,4,0,0,1,1,0,1,1,0,0,0,3,0,0,2,0,4,0,0,0,0,3,1,1,0,0,0,2,0,1,0,0,1,0,0
"225","2007-08-17",4,1,1,5,1,3,0,1,3,2,2,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
"226","2007-08-18",6,1,0,4,0,0,0,2,0,0,1,1,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"227","2007-08-19",4,1,0,2,0,3,0,1,0,0,2,1,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,4,3,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
"228","2007-08-20",24,2,1,14,3,1,0,0,0,2,4,4,0,2,3,1,7,7,1,0,1,2,0,0,4,1,1,1,2,0,1,1,0,0,0,2,2,1,1,2,1,4,2,0,1,0,3,1,0
"229","2007-08-21",8,1,0,6,3,0,0,1,0,0,3,2,1,1,1,1,0,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1,0
"230","2007-08-22",24,2,4,9,2,0,0,2,1,0,8,1,1,0,2,6,3,1,0,0,2,1,1,0,2,0,0,0,4,1,12,3,0,1,0,0,0,1,0,0,2,0,1,1,0,1,0,3,1
"231","2007-08-23",12,1,2,5,3,1,0,0,0,3,2,2,0,2,2,2,7,2,2,0,4,1,0,0,0,4,1,0,1,0,8,1,0,0,0,0,0,0,0,0,3,1,6,2,2,1,0,0,0
"232","2007-08-24",19,2,1,3,0,1,0,0,0,0,7,1,0,2,1,3,1,2,0,0,5,0,0,0,2,4,0,2,1,0,8,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1
"233","2007-08-25",10,0,0,2,0,1,1,0,0,0,2,3,0,1,0,0,0,0,3,0,5,0,0,0,0,0,4,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0
"234","2007-08-26",10,0,0,4,2,3,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,1,9,1,0,0,0,0,0,0,0,1,1,1,3,0,1,1,0,0,0
"235","2007-08-27",17,0,0,7,2,0,0,1,0,2,2,0,0,3,3,1,2,1,1,0,1,2,0,0,5,2,1,0,0,2,6,0,1,0,0,0,0,0,2,1,2,1,0,1,2,0,4,0,0
"236","2007-08-28",5,1,2,5,0,2,0,2,0,2,1,2,0,2,1,3,0,0,4,0,0,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"237","2007-08-29",12,3,2,9,1,1,0,0,1,1,7,1,2,3,7,4,3,1,3,0,9,1,2,0,2,2,0,0,0,0,2,0,0,2,0,3,1,2,2,1,2,1,0,8,1,0,0,2,0
"238","2007-08-30",14,0,1,10,0,0,0,1,0,1,10,0,1,2,1,1,2,3,0,0,2,2,0,0,3,1,1,0,5,0,1,1,0,1,1,0,0,1,0,1,1,0,2,2,1,0,0,0,0
"239","2007-09-01",3,2,0,3,0,2,0,2,0,0,1,1,0,1,0,2,1,1,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","2007-09-02",3,0,0,2,0,1,0,0,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"241","2007-09-03",16,1,1,8,1,2,0,2,1,0,6,1,1,0,0,0,1,2,0,0,4,1,1,0,0,5,0,0,1,0,3,2,1,0,0,1,0,2,0,1,2,1,0,1,1,1,2,0,1
"242","2007-09-04",13,3,0,13,4,2,0,3,1,0,4,1,1,3,1,6,5,3,3,0,2,2,0,0,4,3,6,0,1,1,3,1,0,1,0,2,1,3,0,1,1,0,1,0,5,2,1,2,0
"243","2007-09-05",15,3,1,5,6,3,0,0,2,0,2,3,2,0,1,2,4,4,0,0,1,2,0,0,3,0,1,0,0,0,0,4,0,1,1,1,0,1,0,1,3,1,3,1,2,1,2,1,0
"244","2007-09-06",19,1,2,8,1,1,0,0,1,1,9,0,2,1,0,2,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,1,1,1,1,0,1,0,0,0,0,0,1
"245","2007-09-07",19,0,3,6,4,3,0,0,1,0,6,1,0,3,4,1,7,4,1,0,1,2,2,0,3,3,2,2,1,0,3,2,0,0,1,1,0,0,0,2,2,1,2,1,0,0,1,1,0
"246","2007-09-08",9,1,1,7,1,1,0,0,1,1,10,0,0,0,1,1,8,3,1,0,7,1,0,0,1,1,2,0,0,1,2,3,0,0,0,0,0,1,2,1,1,1,0,6,1,0,1,6,0
"247","2007-09-09",9,2,1,1,0,2,0,0,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1
